geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
GO:0000082	G1/S transition of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0000082	204	52	11.0596352883194	4.7017825311943	0	0	891;898;983;990;993;995;1017;1021;1029;1033;1869;1978;2146;2273;4171;4172;4173;4174;4175;4176;4582;4678;5111;5426;5427;5557;5558;5591;5933;6241;6502;6790;7298;7832;8317;8318;9134;9928;10926;11170;11200;23649;26271;27085;51053;51512;55159;55388;81620;84515;128239;144455	CDC6;MCM10;GTSE1;KIF14;RRM2;CDC45;CDC25A;CDK1;MCM4;CCNB1;MCM6;CDC25C;CDKN3;MCM2;DBF4;CDT1;AURKA;IQGAP3;TYMS;CDK2;CDC7;FBXO5;EZH2;E2F1;POLE2;PRIM1;MTBP;MCM7;POLA2;RBL1;CCNE1;MCM8;E2F7;SKP2;POLE;MCM3;CCNE2;GMNN;RFWD3;PRIM2;MCM5;PCNA;CHEK2;PRKDC;NASP;EIF4EBP1;BTG2;MUC1;CDK6;FHL1;FAM107A;CDKN2A	geneontology_Biological_Process
GO:0006260	DNA replication	http://amigo.geneontology.org/amigo/term/GO:0006260	202	66	10.9512074913751	6.02673267326733	0	0	580;641;672;675;890;898;983;990;1017;1111;1663;1763;2069;2237;2956;3159;3978;4171;4172;4173;4174;4175;4176;4678;4784;5111;5426;5427;5557;5558;5888;5982;5983;5984;5985;6240;6241;8208;8317;8318;8914;9134;9156;9401;10036;10721;10926;11200;23649;26271;51053;51514;51659;55159;55388;63922;63967;79075;79915;80174;81620;83990;84296;84515;144455;146956	CDC6;MCM10;EXO1;CHEK1;EME1;BRCA1;DTL;CCNA2;CLSPN;RRM2;CDC45;POLQ;BRIP1;CDK1;MCM4;RAD51;BLM;MCM6;DSCC1;FEN1;TIMELESS;RFC4;MCM2;DBF4;RFC5;CDT1;CHAF1A;CDK2;CDC7;CHAF1B;GINS4;FBXO5;POLE2;PRIM1;MCM7;POLA2;RFC3;ATAD5;CCNE1;GINS2;DBF4B;MCM8;DNA2;RECQL4;E2F7;BRCA2;POLE;MSH6;MCM3;RFC2;CCNE2;GMNN;RFWD3;RRM1;PRIM2;MCM5;HMGA1;PCNA;BARD1;LIG1;CHEK2;NASP;DDX11;CHTF18;NFIX;EREG	geneontology_Biological_Process
GO:0071103	DNA conformation change	http://amigo.geneontology.org/amigo/term/GO:0071103	184	48	9.97535731887629	4.81185770750988	0	0	641;891;983;1029;1058;1663;1763;3014;3070;3148;3159;4171;4173;4175;4176;4678;5888;5965;7153;8091;8208;8318;8345;8348;8438;8970;9401;9918;10036;10051;10592;11339;23310;23397;51203;51659;54892;55166;55355;55723;55839;64105;64151;64946;79172;83990;84296;113130	NCAPH;RAD54L;HJURP;CDCA5;NCAPG;CENPA;TOP2A;NUSAP1;CDC45;NCAPG2;BRIP1;CDK1;MCM4;RAD51;CCNB1;BLM;MCM6;MCM2;ASF1B;OIP5;CHAF1A;CENPN;HELLS;CENPO;CHAF1B;GINS4;CENPK;CENPH;NCAPD2;MCM7;GINS2;NCAPD3;DNA2;RECQL4;SMC2;HMGB2;HMGA1;H2AFX;SMC4;CENPQ;NASP;DDX11;RECQL;HIST1H2BO;HIST1H2BJ;HMGA2;HIST1H2BH;CDKN2A	geneontology_Biological_Process
GO:0000075	cell cycle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0000075	179	47	9.70428782651553	4.84321990858304	0	0	641;672;699;701;891;983;990;991;995;1017;1063;1111;1763;1843;1869;2956;3014;4085;4436;4582;5111;5347;5591;6790;7153;7272;7832;8091;8318;8914;9212;9319;9735;10403;11073;11130;11200;51512;51514;55055;55159;63967;79968;81620;83990;144455;146956	CDC6;TTK;BUB1;GTSE1;CHEK1;EME1;BUB1B;TOP2A;BRCA1;DTL;CLSPN;NDC80;CDC45;PLK1;ZWINT;BRIP1;CDC20;CDK1;CCNB1;CENPF;BLM;AURKB;MAD2L1;TIMELESS;CDC25C;TRIP13;CDT1;WDR76;AURKA;CDK2;KNTC1;ZWILCH;E2F1;TOPBP1;DNA2;E2F7;MSH6;MSH2;RFWD3;PCNA;CHEK2;H2AFX;PRKDC;BTG2;MUC1;HMGA2;DUSP1	geneontology_Biological_Process
GO:0098813	nuclear chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0098813	178	60	9.65007392804337	6.21756894790603	0	0	641;699;701;891;898;990;991;1062;1063;1663;1843;1894;2177;2237;3619;3833;3837;4085;4751;5347;5901;7153;7272;7283;9055;9134;9212;9232;9319;9493;9700;9787;9918;9928;10051;10403;10460;10592;10615;11004;11130;23310;23397;24137;26271;27127;29127;51203;55143;55165;55166;64151;79075;79980;81620;81930;83540;83990;113130;146956	KIF23;CDC6;TTK;KIF4A;NCAPH;KIF2C;SPAG5;BUB1;PRC1;CDCA5;EME1;BUB1B;NCAPG;TOP2A;ESPL1;KIF14;CDCA8;NEK2;DLGAP5;NDC80;NUSAP1;KIFC1;RACGAP1;CENPE;PLK1;NUF2;ZWINT;BRIP1;CEP55;CDC20;CCNB1;CENPF;BLM;AURKB;DSCC1;MAD2L1;FEN1;FANCD2;TRIP13;CDT1;TACC3;KIF18A;INCENP;ECT2;FBXO5;NCAPD2;DSN1;CCNE1;NCAPD3;SMC2;KPNB1;CCNE2;TUBG1;PTTG1;RAN;SMC4;CENPQ;DDX11;SMC1B;DUSP1	geneontology_Biological_Process
GO:0051321	meiotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0051321	157	45	8.51158206012814	5.28691372321946	0	0	641;675;699;701;898;991;993;995;1017;1164;1843;2069;2175;2177;2956;3014;4603;4751;5347;5888;6790;7153;7272;7283;7516;8438;9088;9134;9156;9232;9319;9700;9918;10051;10592;23310;23397;26271;27127;29893;81930;83540;83990;146956;259266	TTK;NCAPH;RAD54L;BUB1;EXO1;EME1;BUB1B;TOP2A;ESPL1;NEK2;ASPM;PLK1;NUF2;XRCC2;BRIP1;CDC20;CDC25A;RAD51;BLM;CDC25C;FANCD2;TRIP13;PKMYT1;AURKA;KIF18A;CDK2;FBXO5;PSMC3IP;NCAPD2;FANCA;CCNE1;NCAPD3;SMC2;BRCA2;MSH6;CCNE2;TUBG1;PTTG1;H2AFX;SMC4;CKS2;MYBL1;SMC1B;DUSP1;EREG	geneontology_Biological_Process
GO:1901988	negative regulation of cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901988	154	41	8.34894036471168	4.91080283353011	0	0	641;672;699;701;891;983;990;991;995;1017;1063;1111;1843;1869;2146;2273;2956;4085;4582;5111;5347;5591;5933;6790;7272;7832;8091;9212;9319;10403;11073;11170;11200;26271;51512;51514;55159;56241;63967;81620;144455	CDC6;TTK;BUB1;GTSE1;CHEK1;BUB1B;BRCA1;DTL;CLSPN;NDC80;PLK1;CDC20;CDK1;CCNB1;CENPF;BLM;AURKB;MAD2L1;CDC25C;TRIP13;CDT1;AURKA;CDK2;FBXO5;EZH2;E2F1;TOPBP1;RBL1;E2F7;MSH6;RFWD3;PCNA;CHEK2;PRKDC;SUSD2;BTG2;MUC1;FHL1;HMGA2;FAM107A;DUSP1	geneontology_Biological_Process
GO:0007088	regulation of mitotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0007088	150	40	8.13208477082306	4.91878787878788	0	0	699;701;890;891;898;899;990;991;995;1062;1063;1111;1843;2069;3832;4085;4288;4751;5347;6790;7272;9088;9133;9134;9212;9232;9319;9585;9700;9735;9787;10403;10460;11065;26271;27085;51203;54443;81620;113130	CDC6;TTK;BUB1;CDCA5;CHEK1;BUB1B;KIF11;ESPL1;NEK2;DLGAP5;CCNB2;CCNA2;ANLN;NDC80;NUSAP1;CENPE;PLK1;CDC20;MKI67;CCNB1;CENPF;AURKB;MAD2L1;CDC25C;TRIP13;CDT1;PKMYT1;TACC3;AURKA;KIF20B;KNTC1;UBE2C;FBXO5;MTBP;CCNE1;CCNF;CCNE2;PTTG1;DUSP1;EREG	geneontology_Biological_Process
GO:0000819	sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0000819	146	52	7.91522917693445	6.56961394769614	0	0	699;701;891;990;991;1062;1063;1663;1843;2237;3619;3833;3837;4085;4751;5347;5901;7153;7272;7283;9055;9212;9232;9319;9493;9700;9787;9918;9928;10051;10403;10460;10592;10615;11004;11130;23310;23397;24137;26271;27127;29127;51203;55143;55165;64151;79075;79980;81620;81930;83540;113130	KIF23;CDC6;TTK;KIF4A;NCAPH;KIF2C;SPAG5;BUB1;PRC1;CDCA5;BUB1B;NCAPG;TOP2A;ESPL1;KIF14;CDCA8;NEK2;DLGAP5;NDC80;NUSAP1;KIFC1;RACGAP1;CENPE;PLK1;NUF2;ZWINT;CEP55;CDC20;CCNB1;CENPF;AURKB;DSCC1;MAD2L1;FEN1;TRIP13;CDT1;TACC3;KIF18A;INCENP;FBXO5;NCAPD2;DSN1;NCAPD3;SMC2;KPNB1;TUBG1;PTTG1;RAN;SMC4;DDX11;SMC1B;DUSP1	geneontology_Biological_Process
GO:1901991	negative regulation of mitotic cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901991	142	38	7.69837358304584	4.93610755441741	0	0	641;672;699;701;891;983;990;991;995;1017;1063;1843;1869;2146;2273;2956;4085;4582;5111;5347;5591;5933;6790;7272;7832;8091;9212;9319;10403;11073;11170;11200;26271;51512;55159;63967;81620;144455	CDC6;TTK;BUB1;GTSE1;BUB1B;BRCA1;CLSPN;NDC80;PLK1;CDC20;CDK1;CCNB1;CENPF;BLM;AURKB;MAD2L1;CDC25C;TRIP13;CDT1;AURKA;CDK2;FBXO5;EZH2;E2F1;TOPBP1;RBL1;E2F7;MSH6;RFWD3;PCNA;CHEK2;PRKDC;BTG2;MUC1;FHL1;HMGA2;FAM107A;DUSP1	geneontology_Biological_Process
GO:0007093	mitotic cell cycle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0007093	137	39	7.42730409068507	5.25089581950896	0	0	641;672;699;701;891;983;990;991;995;1017;1063;1843;1869;2956;4085;4436;4582;5111;5347;5591;6790;7153;7272;7832;8091;9212;9319;9735;10403;11073;11130;11200;51512;55055;55159;63967;81620;144455;146956	CDC6;TTK;BUB1;GTSE1;EME1;BUB1B;TOP2A;BRCA1;CLSPN;NDC80;PLK1;ZWINT;CDC20;CDK1;CCNB1;CENPF;BLM;AURKB;MAD2L1;CDC25C;TRIP13;CDT1;AURKA;CDK2;KNTC1;ZWILCH;E2F1;TOPBP1;E2F7;MSH6;MSH2;RFWD3;PCNA;CHEK2;PRKDC;BTG2;MUC1;HMGA2;DUSP1	geneontology_Biological_Process
GO:0000070	mitotic sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0000070	127	48	6.88516510596353	6.97151037938439	0	0	699;701;891;990;991;1062;1063;1843;3619;3833;3837;4085;4751;5347;5901;7272;7283;9055;9212;9232;9319;9493;9700;9787;9918;9928;10051;10403;10460;10592;10615;11004;11130;23310;23397;24137;26271;29127;51203;55143;55165;64151;79075;79980;81620;81930;83540;113130	KIF23;CDC6;TTK;KIF4A;NCAPH;KIF2C;SPAG5;BUB1;PRC1;CDCA5;BUB1B;NCAPG;ESPL1;KIF14;CDCA8;NEK2;DLGAP5;NDC80;NUSAP1;KIFC1;RACGAP1;CENPE;PLK1;NUF2;ZWINT;CEP55;CDC20;CCNB1;CENPF;AURKB;DSCC1;MAD2L1;TRIP13;CDT1;TACC3;KIF18A;INCENP;FBXO5;NCAPD2;DSN1;NCAPD3;SMC2;KPNB1;TUBG1;PTTG1;RAN;SMC4;DUSP1	geneontology_Biological_Process
GO:1903046	meiotic cell cycle process	http://amigo.geneontology.org/amigo/term/GO:1903046	109	36	5.90931493346476	6.09207673060884	0	0	641;675;699;701;898;991;993;995;1164;2069;2175;2177;2956;4603;5347;5888;6790;7153;7272;7283;9134;9156;9232;9319;9700;9918;10051;10592;23310;23397;26271;81930;83540;83990;146956;259266	TTK;NCAPH;BUB1;EXO1;EME1;BUB1B;TOP2A;ESPL1;ASPM;PLK1;NUF2;BRIP1;CDC20;CDC25A;RAD51;BLM;CDC25C;FANCD2;TRIP13;AURKA;KIF18A;FBXO5;NCAPD2;FANCA;CCNE1;NCAPD3;SMC2;BRCA2;MSH6;CCNE2;TUBG1;PTTG1;SMC4;CKS2;MYBL1;EREG	geneontology_Biological_Process
GO:0006261	DNA-dependent DNA replication	http://amigo.geneontology.org/amigo/term/GO:0006261	105	47	5.69245933957615	8.2565367965368	0	0	641;675;898;990;1017;1663;1763;2237;2956;3159;3978;4171;4172;4173;4174;4175;4176;5111;5426;5427;5557;5558;5888;5982;5983;5984;5985;8317;8318;8914;9134;10721;11200;23649;26271;51053;51659;55159;55388;63922;79075;79915;80174;81620;84296;144455;146956	CDC6;MCM10;EME1;CDC45;POLQ;MCM4;RAD51;BLM;MCM6;DSCC1;FEN1;TIMELESS;RFC4;MCM2;RFC5;CDT1;CDK2;CDC7;GINS4;FBXO5;POLE2;PRIM1;MCM7;POLA2;RFC3;ATAD5;CCNE1;GINS2;DBF4B;DNA2;E2F7;BRCA2;POLE;MSH6;MCM3;RFC2;CCNE2;GMNN;RFWD3;PRIM2;MCM5;HMGA1;PCNA;LIG1;CHEK2;DDX11;CHTF18	geneontology_Biological_Process
GO:0051983	regulation of chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0051983	83	29	4.49975357318876	6.44479737130339	1.11022302462516e-16	2.02741049754936e-14	699;701;891;990;991;1062;1063;1663;1843;1894;2237;4085;4288;4751;5347;7272;9212;9232;9319;9700;9787;10403;10460;10615;11004;26271;29127;81620;113130	CDC6;TTK;KIF2C;SPAG5;BUB1;CDCA5;BUB1B;ESPL1;NEK2;DLGAP5;NDC80;RACGAP1;CENPE;PLK1;CDC20;MKI67;CCNB1;CENPF;AURKB;MAD2L1;FEN1;TRIP13;CDT1;TACC3;ECT2;FBXO5;PTTG1;DDX11;DUSP1	geneontology_Biological_Process
GO:0045786	negative regulation of cell cycle	http://amigo.geneontology.org/amigo/term/GO:0045786	460	71	24.9383932971907	2.84701581027668	4.44089209850063e-16	7.61814853624607e-14	580;641;672;699;701;891;899;983;990;991;995;1017;1021;1029;1033;1050;1063;1111;1763;1843;1869;2146;2273;2305;2956;3014;4085;4436;4582;4751;5111;5347;5591;5888;5933;6241;6790;7153;7272;7832;8091;8317;8318;8851;8914;9212;9232;9319;9585;9700;9735;10403;11073;11130;11170;11200;23512;26271;27085;51053;51512;51514;55055;55159;56241;63967;79968;81620;83990;144455;146956	CDC6;TTK;BUB1;GTSE1;CHEK1;EME1;BUB1B;TOP2A;FOXM1;ESPL1;BRCA1;DTL;NEK2;CLSPN;NDC80;RRM2;CDC45;PLK1;ZWINT;BRIP1;CDC20;CDK1;RAD51;CCNB1;CENPF;BLM;AURKB;MAD2L1;TIMELESS;CDC25C;TRIP13;CDKN3;CDT1;WDR76;AURKA;CDK2;KIF20B;KNTC1;CDC7;FBXO5;EZH2;ZWILCH;E2F1;TOPBP1;MTBP;RBL1;CCNF;DNA2;E2F7;MSH6;MSH2;GMNN;RFWD3;PCNA;BARD1;PTTG1;SUZ12;CHEK2;H2AFX;PRKDC;SUSD2;CDK5R1;BTG2;MUC1;CDK6;FHL1;HMGA2;FAM107A;DUSP1;CDKN2A;CEBPA	geneontology_Biological_Process
GO:0051783	regulation of nuclear division	http://amigo.geneontology.org/amigo/term/GO:0051783	166	40	8.99950714637753	4.4446878422782	4.44089209850063e-16	7.61814853624607e-14	699;701;890;891;898;899;990;991;995;1062;1063;1111;1843;2069;3832;4085;4288;4751;5347;6790;7272;9088;9133;9134;9212;9232;9319;9585;9700;9735;9787;10403;10460;11065;26271;27085;51203;54443;81620;113130	CDC6;TTK;BUB1;CDCA5;CHEK1;BUB1B;KIF11;ESPL1;NEK2;DLGAP5;CCNB2;CCNA2;ANLN;NDC80;NUSAP1;CENPE;PLK1;CDC20;MKI67;CCNB1;CENPF;AURKB;MAD2L1;CDC25C;TRIP13;CDT1;PKMYT1;TACC3;AURKA;KIF20B;KNTC1;UBE2C;FBXO5;MTBP;CCNE1;CCNF;CCNE2;PTTG1;DUSP1;EREG	geneontology_Biological_Process
GO:0006323	DNA packaging	http://amigo.geneontology.org/amigo/term/GO:0006323	122	34	6.61409561360276	5.14053651266766	6.66133814775094e-16	1.07742386441194e-13	891;983;1029;1058;3014;3070;3148;3159;4171;4678;7153;8091;8208;8345;8348;8970;9918;10036;10051;10592;11339;23310;23397;51203;54892;55166;55355;55723;55839;64105;64151;64946;79172;113130	NCAPH;HJURP;CDCA5;NCAPG;CENPA;TOP2A;NUSAP1;NCAPG2;CDK1;CCNB1;MCM2;ASF1B;OIP5;CHAF1A;CENPN;HELLS;CENPO;CHAF1B;CENPK;CENPH;NCAPD2;NCAPD3;SMC2;HMGB2;HMGA1;H2AFX;SMC4;CENPQ;NASP;HIST1H2BO;HIST1H2BJ;HMGA2;HIST1H2BH;CDKN2A	geneontology_Biological_Process
GO:0044786	cell cycle DNA replication	http://amigo.geneontology.org/amigo/term/GO:0044786	53	23	2.87333661902415	8.00463121783877	6.66133814775094e-16	1.07742386441194e-13	675;1763;2237;2956;3978;5111;5557;5558;5888;5982;5983;5984;5985;8317;8318;11200;23649;26271;51053;79915;80174;81620;144455	CDC45;RAD51;FEN1;RFC4;RFC5;CDT1;CDC7;FBXO5;PRIM1;POLA2;RFC3;ATAD5;DBF4B;DNA2;E2F7;BRCA2;MSH6;RFC2;GMNN;PRIM2;PCNA;LIG1;CHEK2	geneontology_Biological_Process
GO:0090068	positive regulation of cell cycle process	http://amigo.geneontology.org/amigo/term/GO:0090068	228	47	12.3607688516511	3.80235247208931	8.88178419700125e-16	1.39666056497845e-13	672;891;898;983;990;993;995;1017;1663;1869;1894;2069;2146;2237;4085;4582;5111;6790;7832;8091;8317;8318;8851;9212;9401;9493;9585;9700;9787;9928;10403;10615;10733;11065;11200;26271;27085;29127;29899;51203;51512;51514;79915;80174;81620;113130;144455	KIF23;CDC6;SPAG5;GTSE1;CDCA5;ESPL1;BRCA1;KIF14;DTL;PLK4;DLGAP5;NDC80;NUSAP1;CDC45;RACGAP1;CDC25A;CDK1;CCNB1;AURKB;MAD2L1;FEN1;CDC25C;CDT1;AURKA;CDK2;KIF20B;UBE2C;CDC7;ECT2;FBXO5;EZH2;E2F1;MTBP;ATAD5;CCNE1;DBF4B;RECQL4;E2F7;PCNA;CHEK2;GPSM2;DDX11;CDK5R1;BTG2;MUC1;HMGA2;EREG	geneontology_Biological_Process
GO:0044839	cell cycle G2/M phase transition	http://amigo.geneontology.org/amigo/term/GO:0044839	172	40	9.32479053721045	4.28964059196617	1.77635683940025e-15	2.71782596428238e-13	641;672;890;891;983;990;993;995;1017;1063;1111;2273;2305;2956;3161;4751;5347;6502;6790;7283;8091;8317;9088;9133;9212;9401;9793;9833;9928;10733;11073;11200;22974;26271;51512;51514;63967;79915;80174;203068	CDC6;TPX2;GTSE1;CHEK1;FOXM1;MELK;BRCA1;KIF14;DTL;NEK2;PLK4;CCNB2;CCNA2;CLSPN;PLK1;CDC25A;CDK1;CCNB1;CENPF;BLM;AURKB;CDC25C;PKMYT1;HMMR;AURKA;CDK2;CDC7;FBXO5;TOPBP1;ATAD5;DBF4B;RECQL4;SKP2;MSH6;TUBG1;TUBB;CHEK2;CKAP5;FHL1;HMGA2	geneontology_Biological_Process
GO:0007017	microtubule-based process	http://amigo.geneontology.org/amigo/term/GO:0007017	497	73	26.9443075406604	2.70929211633437	1.99840144432528e-15	2.97709225692774e-13	547;672;675;891;899;983;991;1017;1058;1062;1111;2288;2597;3797;3832;3833;3837;3925;4605;4751;5347;5901;6491;6566;6790;7272;7283;7345;7516;8851;8936;9055;9212;9493;9585;9700;9787;9793;9928;10112;10376;10381;10403;10460;10615;10733;11004;11076;11170;11200;22974;24137;26256;26271;26586;29127;29899;51203;51512;56992;57405;81930;83540;84790;117178;163786;203068;220134;221150;259266;284403;347733;348235	KIF23;TTK;KIF4A;KIF2C;SPAG5;TPX2;PRC1;GTSE1;CHEK1;CENPA;KIF11;ESPL1;BRCA1;KIF14;NEK2;PLK4;DLGAP5;KIF15;SKA3;NDC80;NUSAP1;KIFC1;RACGAP1;ASPM;SPC25;CENPE;PLK1;NUF2;SKA1;STIL;XRCC2;MYBL2;CDC20;CDK1;CCNB1;AURKB;KIF20A;TACC3;AURKA;KIF18A;CDK2;KIF20B;FBXO5;SASS6;CCNF;CKAP2;BRCA2;WDR62;KPNB1;TUBG1;TUBA1B;STMN1;TUBA1C;TUBB;RAN;CHEK2;SSX2IP;CKAP5;SKA2;GPSM2;GAPDH;KIF3C;WASF1;FKBP4;CDK5R1;SLC16A1;TUBB3;TPPP;KIF1A;FAM107A;UCHL1;TUBB2B;CABYR	geneontology_Biological_Process
GO:0051304	chromosome separation	http://amigo.geneontology.org/amigo/term/GO:0051304	73	26	3.95761458846723	6.56961394769614	2.66453525910038e-15	3.86767541070955e-13	641;699;701;891;990;991;1062;1063;1843;4085;5347;7153;7272;9212;9232;9319;9700;9787;9918;10403;10460;23310;23397;26271;81620;146956	CDC6;TTK;NCAPH;BUB1;EME1;BUB1B;TOP2A;ESPL1;DLGAP5;NDC80;CENPE;PLK1;CDC20;CCNB1;CENPF;BLM;AURKB;MAD2L1;TRIP13;CDT1;TACC3;FBXO5;NCAPD2;NCAPD3;PTTG1;DUSP1	geneontology_Biological_Process
GO:0140013	meiotic nuclear division	http://amigo.geneontology.org/amigo/term/GO:0140013	94	29	5.09610645638245	5.69061895551257	5.10702591327572e-15	7.22771842376346e-13	641;675;699;701;898;991;1164;2069;2175;2177;4603;5347;5888;6790;7153;7272;9134;9232;9319;9700;10051;10592;23397;26271;81930;83540;83990;146956;259266	TTK;NCAPH;BUB1;EME1;BUB1B;TOP2A;ESPL1;ASPM;PLK1;NUF2;BRIP1;CDC20;RAD51;BLM;FANCD2;TRIP13;AURKA;KIF18A;FBXO5;FANCA;CCNE1;SMC2;BRCA2;CCNE2;PTTG1;SMC4;CKS2;MYBL1;EREG	geneontology_Biological_Process
GO:0031570	DNA integrity checkpoint	http://amigo.geneontology.org/amigo/term/GO:0031570	130	34	7.04780680137999	4.8241958041958	5.55111512312578e-15	7.66460066146709e-13	641;672;891;983;990;995;1017;1111;1763;1869;2956;3014;4436;4582;5111;5347;5591;6790;7153;7832;8091;8318;8914;11073;11200;51512;51514;55159;63967;79968;81620;83990;144455;146956	CDC6;GTSE1;CHEK1;EME1;TOP2A;BRCA1;DTL;CLSPN;CDC45;PLK1;BRIP1;CDK1;CCNB1;BLM;TIMELESS;CDC25C;CDT1;WDR76;AURKA;CDK2;E2F1;TOPBP1;DNA2;E2F7;MSH6;MSH2;RFWD3;PCNA;CHEK2;H2AFX;PRKDC;BTG2;MUC1;HMGA2	geneontology_Biological_Process
GO:0006270	DNA replication initiation	http://amigo.geneontology.org/amigo/term/GO:0006270	22	15	1.19270576638738	12.5764462809917	1.02140518265514e-14	1.37670827119304e-12	898;990;1017;4171;4172;4173;4174;4175;4176;8317;8318;9134;23649;55388;81620	CDC6;MCM10;CDC45;MCM4;MCM6;MCM2;CDT1;CDK2;CDC7;MCM7;POLA2;CCNE1;MCM3;CCNE2;MCM5	geneontology_Biological_Process
GO:0007051	spindle organization	http://amigo.geneontology.org/amigo/term/GO:0007051	133	34	7.21044849679645	4.71537935748462	1.17683640610267e-14	1.54931881277842e-12	891;991;1062;3832;3833;3837;3925;4605;4751;5347;5901;6491;6790;7272;7283;9055;9212;9493;9700;9793;10403;10460;10615;11200;22974;24137;26271;29127;29899;57405;83540;203068;259266;284403	KIF23;TTK;KIF4A;SPAG5;TPX2;PRC1;KIF11;ESPL1;NEK2;NDC80;KIFC1;RACGAP1;ASPM;SPC25;CENPE;PLK1;NUF2;STIL;MYBL2;CDC20;CCNB1;AURKB;TACC3;AURKA;FBXO5;WDR62;KPNB1;TUBG1;STMN1;TUBB;RAN;CHEK2;CKAP5;GPSM2	geneontology_Biological_Process
GO:0000086	G2/M transition of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0000086	158	37	8.5657959586003	4.31950517836594	1.58761892521397e-14	2.04261607628098e-12	641;672;890;891;983;990;993;995;1017;1063;2273;2305;2956;3161;4751;5347;6502;6790;7283;8091;8317;9088;9133;9212;9401;9793;9833;9928;10733;11073;11200;22974;26271;51514;63967;80174;203068	CDC6;TPX2;FOXM1;MELK;BRCA1;KIF14;DTL;NEK2;PLK4;CCNB2;CCNA2;CLSPN;PLK1;CDC25A;CDK1;CCNB1;CENPF;BLM;AURKB;CDC25C;PKMYT1;HMMR;AURKA;CDK2;CDC7;FBXO5;TOPBP1;DBF4B;RECQL4;SKP2;MSH6;TUBG1;TUBB;CHEK2;CKAP5;FHL1;HMGA2	geneontology_Biological_Process
GO:1902850	microtubule cytoskeleton organization involved in mitosis	http://amigo.geneontology.org/amigo/term/GO:1902850	112	31	6.07195662888122	5.10543831168831	1.67643676718399e-14	2.10895745311745e-12	891;991;1058;1062;3832;3833;3837;3925;4605;4751;5347;5901;6491;6790;7272;7283;9055;9212;9493;9700;10403;10460;11200;22974;24137;29127;29899;51203;57405;83540;284403	KIF23;TTK;KIF4A;TPX2;PRC1;CENPA;KIF11;ESPL1;NEK2;NDC80;NUSAP1;KIFC1;RACGAP1;SPC25;CENPE;PLK1;NUF2;STIL;MYBL2;CDC20;CCNB1;AURKB;TACC3;AURKA;WDR62;KPNB1;TUBG1;STMN1;RAN;CHEK2;GPSM2	geneontology_Biological_Process
GO:0033260	nuclear DNA replication	http://amigo.geneontology.org/amigo/term/GO:0033260	45	20	2.43962543124692	8.1979797979798	3.05311331771918e-14	3.69074983341113e-12	675;1763;2237;3978;5111;5557;5558;5888;5982;5983;5984;5985;8317;8318;11200;23649;51053;79915;80174;81620	CDC45;RAD51;FEN1;RFC4;RFC5;CDT1;CDC7;PRIM1;POLA2;RFC3;ATAD5;DBF4B;DNA2;BRCA2;RFC2;GMNN;PRIM2;PCNA;LIG1;CHEK2	geneontology_Biological_Process
GO:0007052	mitotic spindle organization	http://amigo.geneontology.org/amigo/term/GO:0007052	93	28	5.0418925579103	5.55347018572825	3.06421554796543e-14	3.69074983341113e-12	891;991;1062;3832;3833;3837;3925;4605;4751;5347;5901;6491;6790;7272;7283;9055;9212;9493;10403;10460;11200;22974;24137;29127;29899;57405;83540;284403	KIF23;TTK;KIF4A;TPX2;PRC1;KIF11;NEK2;NDC80;KIFC1;RACGAP1;SPC25;CENPE;PLK1;NUF2;STIL;MYBL2;CDC20;CCNB1;AURKB;TACC3;AURKA;WDR62;KPNB1;TUBG1;STMN1;RAN;CHEK2;GPSM2	geneontology_Biological_Process
GO:0006302	double-strand break repair	http://amigo.geneontology.org/amigo/term/GO:0006302	148	35	8.02365697387876	4.36210073710074	6.08402217494586e-14	7.17534365257677e-12	580;641;672;675;1111;1663;1763;2187;2237;2305;3014;4436;5591;5888;5965;7516;7913;8091;8317;8318;8438;8914;9156;9319;9401;10635;10721;11200;51659;55159;83990;84296;84515;113130;146956	RAD54L;EXO1;CDCA5;CHEK1;EME1;FOXM1;BRCA1;RAD51AP1;CDC45;POLQ;XRCC2;BRIP1;RAD51;BLM;FEN1;TIMELESS;TRIP13;CDC7;GINS4;FANCB;GINS2;MCM8;DNA2;RECQL4;BRCA2;MSH2;RFWD3;BARD1;CHEK2;H2AFX;PRKDC;DEK;DDX11;RECQL;HMGA2	geneontology_Biological_Process
